1	123 56 201 222 
1	107 80 201 279 
0	132 27 199 240 
1	138 71 197 274 
0	141 26 197 294 
0	181 78 206 208 
0	161 43 198 227 
0	171 75 203 254 
0	150 51 192 272 
1	164 89 199 261 
0	151 2 199 264 
0	131 28 199 247 
1	117 22 199 261 
0	124 0 204 262 
1	134 21 201 243 
1	156 58 198 243 
0	184 57 196 221 
1	180 72 197 296 
1	167 92 201 224 
0	109 35 206 216 
0	130 16 199 271 
1	138 41 192 242 
0	147 44 197 263 
1	138 53 199 243 
1	149 96 203 248 
1	136 32 201 261 
1	186 67 201 286 
1	185 81 201 210 
0	133 64 199 256 
0	142 38 197 255 
1	135 29 197 229 
1	106 54 201 217 
1	182 61 201 289 
0	160 88 203 287 
1	153 23 195 299 
1	105 40 201 226 
1	175 25 198 215 
0	113 50 204 266 
0	118 13 192 266 
0	131 14 204 295 
1	165 12 199 231 
1	163 4 201 270 
1	129 6 201 234 
1	187 52 201 218 
1	103 76 201 232 
0	108 1 204 212 
0	178 21 199 214 
0	173 19 202 276 
1	166 17 201 262 
1	101 8 198 281 
1	102 11 197 208 
0	110 11 192 272 
1	146 91 189 228 
1	169 77 201 237 
0	172 86 192 258 
0	116 34 206 219 
0	168 20 197 283 
0	100 36 204 291 
0	122 70 204 213 
1	115 50 204 287 
1	128 59 201 238 
1	135 83 199 243 
1	157 30 197 236 
0	177 31 203 251 
1	166 25 204 257 
0	155 84 197 273 
0	148 73 204 265 
0	158 21 203 269 
1	119 63 197 287 
1	138 0 204 207 
1	135 82 197 244 
0	176 37 199 243 
0	139 50 204 266 
0	112 9 191 278 
0	179 15 197 235 
0	110 79 192 272 
1	167 0 201 282 
0	111 46 197 211 
0	131 14 204 220 
1	97 13 201 241 
1	97 24 201 253 
0	114 7 198 259 
0	145 60 204 266 
1	104 69 204 292 
0	188 0 199 297 
0	98 21 199 288 
1	155 95 201 255 
0	143 48 205 243 
0	100 87 204 290 
1	121 33 199 268 
1	159 25 199 267 
0	167 66 197 230 
0	162 3 198 243 
1	111 68 201 285 
1	140 18 201 239 
0	173 90 199 298 
0	99 50 204 266 
1	170 55 198 243 
0	155 93 199 277 
0	176 44 203 245 
1	138 94 201 243 
1	144 62 201 275 
0	183 49 194 225 
1	120 65 199 261 
1	167 10 190 284 
0	126 39 199 280 
0	174 42 204 223 
1	138 62 201 243 
0	184 5 203 293 
0	127 50 204 266 
